Unofficial Election Results
Contest Name,Ballots Cast
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","36291"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","69190"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","72467"
"SAN DIEGO COMMUNITY COLLEGE DISTRICT MEMBER, BOARD OF TRUSTEES  DISTRICT B","378405"
"SAN DIEGO COMMUNITY COLLEGE DISTRICT MEMBER, BOARD OF TRUSTEES  DISTRICT D","378405"
"SOUTHWESTERN COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER SEAT NO. 3","153078"
"CARLSBAD UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","8712"
"CARLSBAD UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","8133"
"CORONADO UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","8435"
"MOUNTAIN EMPIRE UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 6","4681"
"OCEANSIDE UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","11766"
"POWAY UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","20444"
"POWAY UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA E","15809"
"RAMONA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","15558"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT A","378038"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT D","378038"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT E","378038"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","12037"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA B","12485"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA D","9459"
"VALLEY CENTER-PAUMA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","2577"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 1","11137"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","6462"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","14731"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","1013"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","11427"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","11534"
"GROSSMONT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","40935"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","20268"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","18712"
"SWEETWATER UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","35458"
"ALPINE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","8213"
"CAJON VALLEY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","9802"
"CAJON VALLEY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","13838"
"CARDIFF SCHOOL DISTRICT GOVERNING BOARD MEMBER","6502"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 2","102480"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 4","102480"
"DEHESA SCHOOL DISTRICT GOVERNING BOARD MEMBER","984"
"DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","23318"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","40263"
"ESCONDIDO UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","11710"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","8874"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","7893"
"LAKESIDE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","14870"
"LEMON GROVE SCHOOL DISTRICT GOVERNING BOARD MEMBER","11579"
"LEMON GROVE SCHOOL DISTRICT GOVERNING BOARD MEMBER - SHORT TERM","11579"
"NATIONAL SCHOOL DISTRICT GOVERNING BOARD MEMBER","12594"
"RANCHO SANTA FE SCHOOL DISTRICT GOVERNING BOARD MEMBER","3192"
"SANTEE SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 2","23468"
"SANTEE SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 4","23468"
"SOLANA BEACH SCHOOL DISTRICT GOVERNING BOARD MEMBER","21819"
"SOUTH BAY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","3474"
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","181799"
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 2","245520"
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 3","267443"
"CITY OF CARLSBAD MEMBER, CITY COUNCIL DISTRICT NO. 2","14350"
"CITY OF CARLSBAD MEMBER, CITY COUNCIL DISTRICT NO. 4","16833"
"CITY OF CHULA VISTA MEMBER, CITY COUNCIL DISTRICT NO. 3","25799"
"CITY OF CHULA VISTA MEMBER, CITY COUNCIL DISTRICT NO. 4","16405"
"CITY OF CORONADO MAYOR","8435"
"CITY OF CORONADO MEMBER, CITY COUNCIL","8435"
"CITY OF DEL MAR MEMBER, CITY COUNCIL","2669"
"CITY OF EL CAJON MEMBER, CITY COUNCIL DISTRICT NO. 2","5287"
"CITY OF EL CAJON MEMBER, CITY COUNCIL DISTRICT NO. 3","8362"
"CITY OF EL CAJON MEMBER, CITY COUNCIL DISTRICT NO. 4","5459"
"CITY OF ENCINITAS MAYOR","33137"
"CITY OF ENCINITAS MEMBER, CITY COUNCIL DISTRICT NO. 1","8584"
"CITY OF ENCINITAS MEMBER, CITY COUNCIL DISTRICT NO. 2","6979"
"CITY OF ESCONDIDO MEMBER, CITY COUNCIL DISTRICT NO. 2 - SHORT TERM","14770"
"CITY OF ESCONDIDO MEMBER, CITY COUNCIL DISTRICT NO. 3","9615"
"CITY OF ESCONDIDO MEMBER, CITY COUNCIL DISTRICT NO. 4","13333"
"CITY OF IMPERIAL BEACH MEMBER, CITY COUNCIL DISTRICT NO. 2","2203"
"CITY OF IMPERIAL BEACH MEMBER, CITY COUNCIL DISTRICT NO. 4","1344"
"CITY OF LA MESA MEMBER, CITY COUNCIL","25178"
"CITY OF LEMON GROVE MAYOR","8502"
"CITY OF LEMON GROVE MEMBER, CITY COUNCIL","8502"
"CITY OF NATIONAL CITY MEMBER, CITY COUNCIL","12762"
"CITY OF NATIONAL CITY CITY CLERK","12762"
"CITY OF NATIONAL CITY TREASURER","12762"
"CITY OF OCEANSIDE MAYOR","63877"
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 3","19273"
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 4","17662"
"CITY OF OCEANSIDE CITY CLERK","63877"
"CITY OF OCEANSIDE TREASURER","63877"
"CITY OF POWAY MEMBER, CITY COUNCIL DISTRICT NO. 2","6746"
"CITY OF POWAY MEMBER, CITY COUNCIL DISTRICT NO. 4","4522"
"CITY OF SAN DIEGO MAYOR","501852"
"CITY OF SAN DIEGO CITY ATTORNEY","501852"
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 1","69200"
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 3","69278"
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 5","72642"
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 7","61796"
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 9","34029"
"CITY OF SAN MARCOS MEMBER, CITY COUNCIL DISTRICT NO. 3","8060"
"CITY OF SAN MARCOS MEMBER, CITY COUNCIL DISTRICT NO. 4","9075"
"CITY OF SANTEE MAYOR","22051"
"CITY OF SANTEE MEMBER, CITY COUNCIL DISTRICT NO. 3","5578"
"CITY OF SANTEE MEMBER, CITY COUNCIL DISTRICT NO. 4","5789"
"CITY OF SOLANA BEACH MAYOR","7358"
"CITY OF SOLANA BEACH MEMBER, CITY COUNCIL DISTRICT NO. 1","1970"
"CITY OF SOLANA BEACH MEMBER, CITY COUNCIL DISTRICT NO. 3","1738"
"CITY OF VISTA MEMBER, CITY COUNCIL DISTRICT NO. 2","8098"
"CITY OF VISTA MEMBER, CITY COUNCIL DISTRICT NO. 3","7030"
"ALPINE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS","7018"
"BORREGO WATER DISTRICT MEMBER, BOARD OF DIRECTORS","1277"
"FALLBROOK COMMUNITY PLANNING AREA MEMBER, PLANNING GROUP","17777"
"HELIX WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 1","17651"
"HELIX WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","17554"
"LEUCADIA WASTEWATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","6825"
"NORTH COUNTY FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 1","1811"
"OLIVENHAIN MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4","7078"
"OLIVENHAIN MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","8320"
"OTAY  WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2","12205"
"OTAY  WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4","15745"
"OTAY  WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","19137"
"PADRE DAM MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2","8332"
"PALOMAR HEALTH SYSTEM MEMBER, BOARD OF DIRECTORS DIVISION NO. 2","24807"
"PALOMAR HEALTH SYSTEM MEMBER, BOARD OF DIRECTORS DIVISION NO. 6","30890"
"RAINBOW MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 1","2251"
"RAINBOW MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","1812"
"RAMONA COMMUNITY PLANNING AREA MEMBER, PLANNING GROUP","15825"
"RAMONA MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 3","3345"
"RANCHO SANTA FE COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS","4453"
"RANCHO SANTA FE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS","16652"
"RINCON DEL DIABLO MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","7006"
"SANTA FE IRRIGATION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2","2115"
"SOUTH BAY IRRIGATION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2","6221"
"SOUTH BAY IRRIGATION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","10066"
"TRI-CITY HEALTHCARE MEMBER, BOARD OF DIRECTORS DIVISION NO. 1","23109"
"TRI-CITY HEALTHCARE MEMBER, BOARD OF DIRECTORS DIVISION NO. 3","21214"
"TRI-CITY HEALTHCARE MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","23415"
"TRI-CITY HEALTHCARE MEMBER, BOARD OF DIRECTORS DIVISION NO. 7","29180"
"VALLECITOS  WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","9362"
"VALLEY CENTER PARKS AND RECREATION MEMBER, BOARD OF DIRECTORS","7867"
"VALLEY CENTER FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS","7414"
"VISTA FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS","7954"
"PROP 14 Authorizes Bonds Continuing Stem Cell Research.","1183884"
"PROP 15 Funding Public Schls, Comm. Colleges, and Local Gov't Svcs. by Changing Tax Assmnt. of Comml. and Ind. Property.","1183884"
"PROP 16 Allows Diversity as a Factor in Public Employment, Education and Contracting Decisions","1183884"
"PROP 17 Restores Right to Vote After Completion of Prison Term.","1183884"
"PROP 18 Amends CA Constitution Voting Age.","1183884"
"PROP 19 Changes Certain Property Tax Rules.","1183884"
"PROP 20 Restricts Parole for Non-Violent Offenders.","1183884"
"PROP 21 Expands Local Governments' Authority to Enact Rent Control on Residential Property.","1183884"
"PROP 22 Exempts App-Based Transportation and Delivery Companies From Providing Employee Benefits to Certain Drivers.","1183884"
"PROP 23 Establishes State Requirements for Kidney Dialysis Clinics.","1183884"
"PROP 24 Amends Consumer Privacy Laws.","1183884"
"PROP 25 Referendum on Law That Replaced Money Bail With System Based on Public Safety and Flight Risk.","1183884"
"MEASURE A - CITY OF SAN DIEGO (REQ 2/3) General Obligation Bonds for Affordable Housing.","501852"
"MEASURE B - CITY OF SAN DIEGO Charter Amendments Establishing Commission on Police Practices.","501852"
"MEASURE C - SAN DIEGO UN SCLH Charter Amendment: District-Only Elections for School Board Members.","378038"
"MEASURE D - SAN DIEGO UN SCLH Charter Amendment: Procedures to Remove School Board Members.","378038"
"MEASURE E - CITY OF SAN DIEGO Removing 30-Foot Height Limit in Midway-Pacific Hwy. Community Plan Area.","501852"
"MEASURE G - CITY OF CARLSBAD City Council Compensation.","58693"
"MEASURE H - CITY OF ENCINITAS Adopt Authorizing Commercial Cannabis Activities Involving Retail Sales.","33137"
"MEASURE I - CITY OF IMPERIAL BEACH Imperial Beach Emergency Response/Vital Services Measure.","7330"
"MEASURE J - CITY OF LEMON GROVE Tax Ordinance - Cannabis Tax.","8502"
"MEASURE K - CITY OF OCEANSIDE Establishing Term Limits.","63877"
"MEASURE L - CITY OF OCEANSIDE North River Farms Referendum.","63877"
"MEASURE M - CITY OF OCEANSIDE Cannabis Business Tax.","63877"
"MEASURE P - CITY OF POWAY The Farm In Poway Specific Plan.","22653"
"MEASURE N - CITY OF SANTEE General Plan Protection Initiative.","22051"
"MEASURE Q - CITY OF SANTEE Term Limits - Three-Term Lifetime Limit.","22051"
"MEASURE R - CITY OF SANTEE Term Limits - Three-Term Council Member Limit / Two-Term Mayoral Limit.","22051"
"MEASURE S - CITY OF SOLANA BEACH Proposed Ord. Amend Municipal Code Regarding Cannabis Businesses.","7358"
"MEASURE T - CAJON VALLEY UN SCHL (REQ 55%) Bond Measure.","52771"
"MEASURE U - DEHESA ELEM SCHL (REQ 55%) Bond Measure.","984"
"MEASURE V - LA MESA SPG VLY ELEM SCHL (REQ 55%) Bond Measure.","52641"
"MEASURE W - OCEANSIDE UNIFIED SCHL (REQ 55%) Bond Measure.","42436"
"MEASURE X - SOUTH BAY UN ELEM SCHL School Board Member Term Limits.","20968"
"MEASURE Y - LAKESIDE FIRE PROT (REQ 2/3) Special Tax.","23527"
"MEASURE Z - RINCON RANCH COMM SRV (REQ 2/3)  Special Tax.","79"
"MEASURE AA - VALLEY CENTER FIRE PROT  (REQ 2/3) Fire Protection District Emergency Response Protection Measure.","7414"
