Unofficial Election Results
Contest Name,Candidate Name,Party,Early Voting Votes,Mail Ballots Votes,Polls Ballots Votes,Provisional Votes,Total Votes,Ballots Cast
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","ROBERTO RODRIGUEZ","","0","26472","622","0","27094","64189"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","BRIAN E. OLSON","","0","17684","769","0","18453","67427"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","JOHN SANTHOFF","","0","14640","837","0","15477","67427"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","LEE DULGEROFF","","0","12958","280","0","13238","67427"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","EVAN KRAUSZ","","0","2012","113","0","2125","67427"
"SAN DIEGO COMMUNITY COLLEGE DISTRICT MEMBER, BOARD OF TRUSTEES  DISTRICT B","DANIEL PIEDRA","","0","86514","4435","0","90949","365544"
"SAN DIEGO COMMUNITY COLLEGE DISTRICT MEMBER, BOARD OF TRUSTEES  DISTRICT B","BERNIE RHINERSON","","0","194098","4139","0","198237","365544"
"SAN DIEGO COMMUNITY COLLEGE DISTRICT MEMBER, BOARD OF TRUSTEES  DISTRICT D","MARY GRAHAM","","0","211724","4612","0","216336","365544"
"SAN DIEGO COMMUNITY COLLEGE DISTRICT MEMBER, BOARD OF TRUSTEES  DISTRICT D","MIKE PALOMBA","","0","70503","4051","0","74554","365544"
"SOUTHWESTERN COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER SEAT NO. 3","ROBERTO C. ALCANTAR","","0","79650","1732","0","81382","146934"
"SOUTHWESTERN COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER SEAT NO. 3","WILLIAM ""BUD"" MCLEROY","","0","45426","2510","0","47936","146934"
"CARLSBAD UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","FRANK W. DEMING","","0","2710","78","0","2788","8382"
"CARLSBAD UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","ELISA WILLIAMSON","","0","4111","172","0","4283","8382"
"CARLSBAD UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","RHONDA GUADERRAMA","","0","2922","72","0","2994","7702"
"CARLSBAD UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","RAY PEARSON","","0","3345","150","0","3495","7702"
"CORONADO UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","WHITNEY NASTASIA ANTRIM","","0","2723","129","0","2852","7984"
"CORONADO UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","ALEXIA PALACIOS-PETERS","","0","2358","141","0","2499","7984"
"CORONADO UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","KENNETH MICHAEL CANADA","","0","2085","252","0","2337","7984"
"CORONADO UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","NICK KATO","","0","1766","144","0","1910","7984"
"CORONADO UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","STACY KESZEI","","0","2283","315","0","2598","7984"
"MOUNTAIN EMPIRE UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 6","TINA HEIMERDINGER","","0","1759","95","0","1854","3878"
"MOUNTAIN EMPIRE UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 6","STORY R. VOGEL","","0","1453","94","0","1547","3878"
"OCEANSIDE UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","MIKE BLESSING","","0","4996","173","0","5169","10540"
"OCEANSIDE UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","SUSANA ARVIZU","","0","1566","36","0","1602","10540"
"OCEANSIDE UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","TODD MADDISON","","0","2431","108","0","2539","10540"
"POWAY UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","DARSHANA PATEL","","0","10786","223","0","11009","19562"
"POWAY UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","TIM DOUGHERTY","","0","5902","356","0","6258","19562"
"POWAY UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA E","CINDY E. SYTSMA","","0","7191","311","0","7502","15029"
"POWAY UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA E","JIMMY KARAM","","0","5199","250","0","5449","15029"
"RAMONA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","DAWN PERFECT","","0","6796","352","0","7148","12876"
"RAMONA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","JOE ALLAN STUPAR","","0","1755","63","0","1818","12876"
"RAMONA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","DARYN DRUM","","0","4304","200","0","4504","12876"
"RAMONA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","JOHN RAJCIC","","0","4405","215","0","4620","12876"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT A","SABRINA BAZZO","","0","181785","4115","0","185900","365212"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT A","CRYSTAL TRULL","","0","103488","4643","0","108131","365212"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT D","RICHARD BARRERA","","0","180606","4101","0","184707","365212"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT D","CAMILLE HARRIS","","0","105617","4697","0","110314","365212"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT E","SHARON D. WHITEHURST-PAYNE","","0","157002","4219","0","161221","365212"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT E","LAWANA RICHMOND","","0","118415","3681","0","122096","365212"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","JOSEPH LAI","","0","2445","142","0","2587","11759"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","LEEANNE M LEON","","0","1022","41","0","1063","11759"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","CARLOS ULLOA","","0","3261","86","0","3347","11759"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","JAY ROSS","","0","2446","96","0","2542","11759"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA B","SARAH AHMAD","","0","4746","138","0","4884","12195"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA B","BRIAN EPPERSON","","0","3611","274","0","3885","12195"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA B","PAMELA JEAN LINDAMOOD","","0","1920","54","0","1974","12195"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA D","VICTOR GRAHAM","","0","3173","119","0","3292","8717"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA D","JAIME KATHLEEN CHAMBERLIN","","0","4016","63","0","4079","8717"
"VALLEY CENTER-PAUMA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","MARY POLITO","","0","1112","60","0","1172","2526"
"VALLEY CENTER-PAUMA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","BART SCHWARZ","","0","764","37","0","801","2526"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 1","ROSEMARY SMITHFIELD","","0","5727","239","0","5966","10858"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 1","MATTHEW G. SIMPSON","","0","2789","313","0","3102","10858"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","WILLIAM HAROLD FAUST","","0","1470","159","0","1629","6190"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","CIPRIANO VARGAS","","0","3556","177","0","3733","6190"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","MADS NOESGAARD","","0","2304","43","0","2347","13693"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","JOHN MURPHY","","0","3253","220","0","3473","13693"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","JULIE KELLY","","0","5371","91","0","5462","13693"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","CAROLYN ALTO-AUDIBERT","","0","176","0","0","176","870"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","MELODY SEES","","0","328","16","0","344","870"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","GENE DOXEY","","0","247","6","0","253","870"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","TERRY L. COX","","0","237","11","0","248","870"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","BYRON ANTHONY KLEMASKE II","","0","172","6","0","178","870"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","MELISSA KROGH","","0","435","18","0","453","870"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","MICHELLE GOLDING","","0","3293","129","0","3422","10908"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","CHRISTI KNIGHT","","0","5179","268","0","5447","10908"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","OGECHI S. OKEREKE","","0","881","20","0","901","10961"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","DANE M. WHITE","","0","6285","189","0","6474","10961"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","ERIC RODARTE","","0","1546","57","0","1603","10961"
"GROSSMONT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","ELVA SALINAS","","0","17670","310","0","17980","38590"
"GROSSMONT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","JIM STIERINGER","","0","4255","229","0","4484","38590"
"GROSSMONT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","JUSTIN SLAGLE","","0","9131","458","0","9589","38590"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","LESLIE SCHNEIDER","","0","6359","316","0","6675","18662"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","KATRINA YOUNG","","0","8932","184","0","9116","18662"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","MICHAEL ALLMAN","","0","5422","195","0","5617","17870"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","JANE LEA SMITH","","0","5921","114","0","6035","17870"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","AMY CATERINA","","0","2426","50","0","2476","17870"
"SWEETWATER UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","ADRIAN ARANCIBIA","","0","13399","271","0","13670","33292"
"SWEETWATER UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","CINDY LOPEZ","","0","9249","308","0","9557","33292"
"SWEETWATER UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","SANDRA ""SANDI"" L. SMITH","","0","4592","235","0","4827","33292"
"ALPINE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","TRAVIS LYON","","0","4114","302","0","4416","7630"
"ALPINE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","JOSEPH PAUL PERRICONE","","0","2862","211","0","3073","7630"
"ALPINE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","JOHN PAUL SULLIVAN","","0","2173","125","0","2298","7630"
"CAJON VALLEY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","MONICA D. HINTON","","0","3558","114","0","3672","9403"
"CAJON VALLEY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","KAREN CLARK-MEJIA","","0","3864","205","0","4069","9403"
"CAJON VALLEY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","STACIE HOOVER","","0","3755","69","0","3824","13266"
"CAJON VALLEY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","JAMES P. MILLER JR","","0","6803","281","0","7084","13266"
"CARDIFF SCHOOL DISTRICT GOVERNING BOARD MEMBER","STEVEN G. GRIMALDI","","0","1488","45","0","1533","5918"
"CARDIFF SCHOOL DISTRICT GOVERNING BOARD MEMBER","NANCY ORR","","0","2523","75","0","2598","5918"
"CARDIFF SCHOOL DISTRICT GOVERNING BOARD MEMBER","RHEA STEWART","","0","2593","52","0","2645","5918"
"CARDIFF SCHOOL DISTRICT GOVERNING BOARD MEMBER","BILLY MITCHELL SWINNEA","","0","203","4","0","207","5918"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 2","ARMANDO FARIAS","","0","24442","537","0","24979","98026"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 2","RICHARD ""RICK"" VALDEZ","","0","6402","218","0","6620","98026"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 2","LUCY UGARTE","","0","33960","709","0","34669","98026"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 2","FAMELA RAMOS","","0","19443","1115","0","20558","98026"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 4","KATE BISHOP","","0","43511","917","0","44428","98026"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 4","LAURIE HUMPHREY","","0","18490","450","0","18940","98026"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 4","DOUG WOLF","","0","22076","1209","0","23285","98026"
"DEHESA SCHOOL DISTRICT GOVERNING BOARD MEMBER","MARIA M SANCHEZ","","0","246","10","0","256","948"
"DEHESA SCHOOL DISTRICT GOVERNING BOARD MEMBER","KAREN KIRKPATRICK","","0","265","4","0","269","948"
"DEHESA SCHOOL DISTRICT GOVERNING BOARD MEMBER","RICHARD A WHITE","","0","250","12","0","262","948"
"DEHESA SCHOOL DISTRICT GOVERNING BOARD MEMBER","DORIS RIVAS-BREKKE","","0","217","21","0","238","948"
"DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","MARIANNE GROSNER","","0","4194","190","0","4384","22352"
"DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","ERICA HALPERN","","0","11519","220","0","11739","22352"
"DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","GEE WAH MOK","","0","10443","166","0","10609","22352"
"DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","KYMBERLY VAN DER LINDEN","","0","3771","203","0","3974","22352"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","CHRISTIAN SEAN ADAMS","","0","7524","200","0","7724","37656"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","MARLON A. TAYLOR","","0","14679","339","0","15018","37656"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","ADINA SMARANDACHE","","0","4085","120","0","4205","37656"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","LEONARD DIMEDIO","","0","2050","117","0","2167","37656"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","MATTHEW EDWARD WHEELER","","0","8572","589","0","9161","37656"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","JODIE MICHELE WILLIAMS","","0","12102","253","0","12355","37656"
"ESCONDIDO UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","MARK D. OLSON","","0","4363","292","0","4655","11189"
"ESCONDIDO UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","JOE MUGA","","0","4244","121","0","4365","11189"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","ABU-BAKR AL-JAFRI","","0","1075","26","0","1101","8395"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","EMMA TURNER","","0","2283","36","0","2319","8395"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","LYDIA MILICAN","","0","472","15","0","487","8395"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","SUZANNE R FAIRMAN","","0","587","14","0","601","8395"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","SARAH RHILEY","","0","2565","111","0","2676","8395"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","COLDON LEON OWENS SR","","0","1557","56","0","1613","7314"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","LORENA A SMITH","","0","1230","37","0","1267","7314"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","MINERVA MARTINEZ SCOTT","","0","2864","47","0","2911","7314"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","TYRA FLEMING","","0","452","9","0","461","7314"
"LAKESIDE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","GINNY WHITT BELL","","0","2784","123","0","2907","14169"
