Unofficial Election Results
Contest Name,Ballots Cast
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT D","387103"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT E","387103"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","12042"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA B","12491"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA D","9466"
"VALLEY CENTER-PAUMA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","2645"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 1","11157"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","6586"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","14821"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","1013"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","11512"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","11538"
"GROSSMONT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","41380"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","20270"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","18731"
"SWEETWATER UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","35492"
"ALPINE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","8385"
"CAJON VALLEY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","9871"
"CAJON VALLEY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","14101"
"CARDIFF SCHOOL DISTRICT GOVERNING BOARD MEMBER","6502"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 2","102692"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 4","102692"
"DEHESA SCHOOL DISTRICT GOVERNING BOARD MEMBER","985"
"DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","23539"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","40270"
"ESCONDIDO UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","11782"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","8887"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","7902"
"LAKESIDE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","15081"
"LEMON GROVE SCHOOL DISTRICT GOVERNING BOARD MEMBER","11657"
"LEMON GROVE SCHOOL DISTRICT GOVERNING BOARD MEMBER - SHORT TERM","11657"
"NATIONAL SCHOOL DISTRICT GOVERNING BOARD MEMBER","12618"
"RANCHO SANTA FE SCHOOL DISTRICT GOVERNING BOARD MEMBER","3195"
"SANTEE SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 2","23483"
"SANTEE SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 4","23483"
"SOLANA BEACH SCHOOL DISTRICT GOVERNING BOARD MEMBER","21944"
"SOUTH BAY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","3477"
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 1","182161"
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 2","248487"
"MEMBER, BOARD OF SUPERVISORS DISTRICT NO. 3","270932"
"CITY OF CARLSBAD MEMBER, CITY COUNCIL DISTRICT NO. 2","14356"
"CITY OF CARLSBAD MEMBER, CITY COUNCIL DISTRICT NO. 4","16835"
"CITY OF CHULA VISTA MEMBER, CITY COUNCIL DISTRICT NO. 3","25823"
"CITY OF CHULA VISTA MEMBER, CITY COUNCIL DISTRICT NO. 4","16427"
"CITY OF CORONADO MAYOR","8439"
"CITY OF CORONADO MEMBER, CITY COUNCIL","8439"
"CITY OF DEL MAR MEMBER, CITY COUNCIL","2671"
"CITY OF EL CAJON MEMBER, CITY COUNCIL DISTRICT NO. 2","5331"
"CITY OF EL CAJON MEMBER, CITY COUNCIL DISTRICT NO. 3","8410"
"CITY OF EL CAJON MEMBER, CITY COUNCIL DISTRICT NO. 4","5513"
"CITY OF ENCINITAS MAYOR","33142"
"CITY OF ENCINITAS MEMBER, CITY COUNCIL DISTRICT NO. 1","8585"
"CITY OF ENCINITAS MEMBER, CITY COUNCIL DISTRICT NO. 2","6980"
"CITY OF ESCONDIDO MEMBER, CITY COUNCIL DISTRICT NO. 2 - SHORT TERM","14773"
"CITY OF ESCONDIDO MEMBER, CITY COUNCIL DISTRICT NO. 3","9619"
"CITY OF ESCONDIDO MEMBER, CITY COUNCIL DISTRICT NO. 4","13423"
"CITY OF IMPERIAL BEACH MEMBER, CITY COUNCIL DISTRICT NO. 2","2205"
"CITY OF IMPERIAL BEACH MEMBER, CITY COUNCIL DISTRICT NO. 4","1346"
"CITY OF LA MESA MEMBER, CITY COUNCIL","25496"
"CITY OF LEMON GROVE MAYOR","8520"
"CITY OF LEMON GROVE MEMBER, CITY COUNCIL","8520"
"CITY OF NATIONAL CITY MEMBER, CITY COUNCIL","12785"
"CITY OF NATIONAL CITY CITY CLERK","12785"
"CITY OF NATIONAL CITY TREASURER","12785"
"CITY OF OCEANSIDE MAYOR","64010"
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 3","19281"
"CITY OF OCEANSIDE MEMBER, CITY COUNCIL DISTRICT NO. 4","17673"
"CITY OF OCEANSIDE CITY CLERK","64010"
"CITY OF OCEANSIDE TREASURER","64010"
"CITY OF POWAY MEMBER, CITY COUNCIL DISTRICT NO. 2","7056"
"CITY OF POWAY MEMBER, CITY COUNCIL DISTRICT NO. 4","4873"
"CITY OF SAN DIEGO MAYOR","513036"
"CITY OF SAN DIEGO CITY ATTORNEY","513036"
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 1","70455"
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 3","73556"
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 5","74721"
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 7","62406"
"CITY OF SAN DIEGO MEMBER, CITY COUNCIL DISTRICT NO. 9","35563"
"CITY OF SAN MARCOS MEMBER, CITY COUNCIL DISTRICT NO. 3","8069"
"CITY OF SAN MARCOS MEMBER, CITY COUNCIL DISTRICT NO. 4","9168"
"CITY OF SANTEE MAYOR","22065"
"CITY OF SANTEE MEMBER, CITY COUNCIL DISTRICT NO. 3","5580"
"CITY OF SANTEE MEMBER, CITY COUNCIL DISTRICT NO. 4","5794"
"CITY OF SOLANA BEACH MAYOR","7360"
"CITY OF SOLANA BEACH MEMBER, CITY COUNCIL DISTRICT NO. 1","1971"
"CITY OF SOLANA BEACH MEMBER, CITY COUNCIL DISTRICT NO. 3","1738"
"CITY OF VISTA MEMBER, CITY COUNCIL DISTRICT NO. 2","8106"
"CITY OF VISTA MEMBER, CITY COUNCIL DISTRICT NO. 3","7112"
"ALPINE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS","7183"
"BORREGO WATER DISTRICT MEMBER, BOARD OF DIRECTORS","1278"
"FALLBROOK COMMUNITY PLANNING AREA MEMBER, PLANNING GROUP","19225"
"HELIX WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 1","17670"
"HELIX WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","17774"
"LEUCADIA WASTEWATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","6827"
"NORTH COUNTY FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 1","2037"
"OLIVENHAIN MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4","7081"
"OLIVENHAIN MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","8321"
"OTAY  WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2","12219"
"OTAY  WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 4","15757"
"OTAY  WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","19470"
"PADRE DAM MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2","8340"
"PALOMAR HEALTH SYSTEM MEMBER, BOARD OF DIRECTORS DIVISION NO. 2","24930"
"PALOMAR HEALTH SYSTEM MEMBER, BOARD OF DIRECTORS DIVISION NO. 6","31202"
"RAINBOW MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 1","2381"
"RAINBOW MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","1949"
"RAMONA COMMUNITY PLANNING AREA MEMBER, PLANNING GROUP","15838"
"RAMONA MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 3","3346"
"RANCHO SANTA FE COMMUNITY SERVICES DISTRICT MEMBER, BOARD OF DIRECTORS","4478"
"RANCHO SANTA FE FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS","16683"
"RINCON DEL DIABLO MUNICIPAL WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","7012"
"SANTA FE IRRIGATION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2","2115"
"SOUTH BAY IRRIGATION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 2","6231"
"SOUTH BAY IRRIGATION DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","10079"
"TRI-CITY HEALTHCARE MEMBER, BOARD OF DIRECTORS DIVISION NO. 1","23125"
"TRI-CITY HEALTHCARE MEMBER, BOARD OF DIRECTORS DIVISION NO. 3","21226"
"TRI-CITY HEALTHCARE MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","23584"
"TRI-CITY HEALTHCARE MEMBER, BOARD OF DIRECTORS DIVISION NO. 7","29185"
"VALLECITOS  WATER DISTRICT MEMBER, BOARD OF DIRECTORS DIVISION NO. 5","9368"
"VALLEY CENTER PARKS AND RECREATION MEMBER, BOARD OF DIRECTORS","8190"
"VALLEY CENTER FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS","7764"
"VISTA FIRE PROTECTION DISTRICT MEMBER, BOARD OF DIRECTORS","7971"
"PROP 14 Authorizes Bonds Continuing Stem Cell Research.","1200720"
"PROP 15 Funding Public Schls, Comm. Colleges, and Local Gov't Svcs. by Changing Tax Assmnt. of Comml. and Ind. Property.","1200720"
"PROP 16 Allows Diversity as a Factor in Public Employment, Education and Contracting Decisions","1200720"
"PROP 17 Restores Right to Vote After Completion of Prison Term.","1200720"
"PROP 18 Amends CA Constitution Voting Age.","1200720"
"PROP 19 Changes Certain Property Tax Rules.","1200720"
"PROP 20 Restricts Parole for Non-Violent Offenders.","1200720"
"PROP 21 Expands Local Governments' Authority to Enact Rent Control on Residential Property.","1200720"
"PROP 22 Exempts App-Based Transportation and Delivery Companies From Providing Employee Benefits to Certain Drivers.","1200720"
"PROP 23 Establishes State Requirements for Kidney Dialysis Clinics.","1200720"
"PROP 24 Amends Consumer Privacy Laws.","1200720"
"PROP 25 Referendum on Law That Replaced Money Bail With System Based on Public Safety and Flight Risk.","1200720"
"MEASURE A - CITY OF SAN DIEGO (REQ 2/3) General Obligation Bonds for Affordable Housing.","513036"
"MEASURE B - CITY OF SAN DIEGO Charter Amendments Establishing Commission on Police Practices.","513036"
"MEASURE C - SAN DIEGO UN SCLH Charter Amendment: District-Only Elections for School Board Members.","387103"
"MEASURE D - SAN DIEGO UN SCLH Charter Amendment: Procedures to Remove School Board Members.","387103"
"MEASURE E - CITY OF SAN DIEGO Removing 30-Foot Height Limit in Midway-Pacific Hwy. Community Plan Area.","513036"
"MEASURE G - CITY OF CARLSBAD City Council Compensation.","58710"
"MEASURE H - CITY OF ENCINITAS Adopt Authorizing Commercial Cannabis Activities Involving Retail Sales.","33142"
"MEASURE I - CITY OF IMPERIAL BEACH Imperial Beach Emergency Response/Vital Services Measure.","7337"
"MEASURE J - CITY OF LEMON GROVE Tax Ordinance - Cannabis Tax.","8520"
"MEASURE K - CITY OF OCEANSIDE Establishing Term Limits.","64010"
"MEASURE L - CITY OF OCEANSIDE North River Farms Referendum.","64010"
"MEASURE M - CITY OF OCEANSIDE Cannabis Business Tax.","64010"
"MEASURE P - CITY OF POWAY The Farm In Poway Specific Plan.","23683"
"MEASURE N - CITY OF SANTEE General Plan Protection Initiative.","22065"
"MEASURE Q - CITY OF SANTEE Term Limits - Three-Term Lifetime Limit.","22065"
"MEASURE R - CITY OF SANTEE Term Limits - Three-Term Council Member Limit / Two-Term Mayoral Limit.","22065"
"MEASURE S - CITY OF SOLANA BEACH Proposed Ord. Amend Municipal Code Regarding Cannabis Businesses.","7360"
"MEASURE T - CAJON VALLEY UN SCHL (REQ 55%) Bond Measure.","53199"
"MEASURE U - DEHESA ELEM SCHL (REQ 55%) Bond Measure.","985"
"MEASURE V - LA MESA SPG VLY ELEM SCHL (REQ 55%) Bond Measure.","52971"
"MEASURE W - OCEANSIDE UNIFIED SCHL (REQ 55%) Bond Measure.","42564"
"MEASURE X - SOUTH BAY UN ELEM SCHL School Board Member Term Limits.","20981"
"MEASURE Y - LAKESIDE FIRE PROT (REQ 2/3) Special Tax.","23749"
"MEASURE Z - RINCON RANCH COMM SRV (REQ 2/3)  Special Tax.","82"
"MEASURE AA - VALLEY CENTER FIRE PROT  (REQ 2/3) Fire Protection District Emergency Response Protection Measure.","7764"
