Unofficial Election Results
Contest Name,Candidate Name,Party,Early Voting Votes,Mail Ballots Votes,Polls Ballots Votes,Provisional Votes,Total Votes,Ballots Cast
"MIRACOSTA COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","GEORGE H. MCNEIL","","0","11994","632","0","12626","24135"
"MIRACOSTA COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","ANDREW JAMES REINICKE","","0","5901","993","0","6894","24135"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","CHRISTIAN GARCIA","","0","13986","1480","0","15466","36328"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","NINA DEERFIELD","","0","14408","961","0","15369","36328"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","DAVID W. VINCENT","","0","23966","3665","0","27631","69611"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","ROBERTO RODRIGUEZ","","0","26472","2298","0","28770","69611"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","BRIAN E. OLSON","","0","17684","3052","0","20736","74769"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","JOHN SANTHOFF","","0","14640","2709","0","17349","74769"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","LEE DULGEROFF","","0","12958","962","0","13920","74769"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","EVAN KRAUSZ","","0","2012","470","0","2482","74769"
"SAN DIEGO COMMUNITY COLLEGE DISTRICT MEMBER, BOARD OF TRUSTEES  DISTRICT B","DANIEL PIEDRA","","0","86514","12568","0","99082","387410"
"SAN DIEGO COMMUNITY COLLEGE DISTRICT MEMBER, BOARD OF TRUSTEES  DISTRICT B","BERNIE RHINERSON","","0","194098","11813","0","205911","387410"
"SAN DIEGO COMMUNITY COLLEGE DISTRICT MEMBER, BOARD OF TRUSTEES  DISTRICT D","MARY GRAHAM","","0","211724","13247","0","224971","387410"
"SAN DIEGO COMMUNITY COLLEGE DISTRICT MEMBER, BOARD OF TRUSTEES  DISTRICT D","MIKE PALOMBA","","0","70503","11413","0","81916","387410"
"SOUTHWESTERN COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER SEAT NO. 3","ROBERTO C. ALCANTAR","","0","79650","4087","0","83737","153341"
"SOUTHWESTERN COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER SEAT NO. 3","WILLIAM ""BUD"" MCLEROY","","0","45426","5559","0","50985","153341"
"CARLSBAD UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","FRANK W. DEMING","","0","2710","178","0","2888","8716"
"CARLSBAD UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","ELISA WILLIAMSON","","0","4111","349","0","4460","8716"
"CARLSBAD UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","RHONDA GUADERRAMA","","0","2922","184","0","3106","8134"
"CARLSBAD UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","RAY PEARSON","","0","3345","361","0","3706","8134"
"CORONADO UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","WHITNEY NASTASIA ANTRIM","","0","2723","229","0","2952","8439"
"CORONADO UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","ALEXIA PALACIOS-PETERS","","0","2358","231","0","2589","8439"
"CORONADO UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","KENNETH MICHAEL CANADA","","0","2085","387","0","2472","8439"
"CORONADO UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","NICK KATO","","0","1766","267","0","2033","8439"
"CORONADO UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","STACY KESZEI","","0","2283","496","0","2779","8439"
"MOUNTAIN EMPIRE UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 6","TINA HEIMERDINGER","","0","1759","411","0","2170","4690"
"MOUNTAIN EMPIRE UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 6","STORY R. VOGEL","","0","1453","459","0","1912","4690"
"OCEANSIDE UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","MIKE BLESSING","","0","4996","696","0","5692","11774"
"OCEANSIDE UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","SUSANA ARVIZU","","0","1566","145","0","1711","11774"
"OCEANSIDE UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","TODD MADDISON","","0","2431","526","0","2957","11774"
"POWAY UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","DARSHANA PATEL","","0","10786","734","0","11520","20962"
"POWAY UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","TIM DOUGHERTY","","0","5902","1022","0","6924","20962"
"POWAY UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA E","CINDY E. SYTSMA","","0","7191","1033","0","8224","16546"
"POWAY UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA E","JIMMY KARAM","","0","5199","786","0","5985","16546"
"RAMONA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","DAWN PERFECT","","0","6796","1876","0","8672","15570"
"RAMONA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","JOE ALLAN STUPAR","","0","1755","409","0","2164","15570"
"RAMONA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","DARYN DRUM","","0","4304","1065","0","5369","15570"
"RAMONA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","JOHN RAJCIC","","0","4405","1042","0","5447","15570"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT A","SABRINA BAZZO","","0","181785","12766","0","194551","387103"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT A","CRYSTAL TRULL","","0","103488","12192","0","115680","387103"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT D","RICHARD BARRERA","","0","180606","12306","0","192912","387103"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT D","CAMILLE HARRIS","","0","105617","12701","0","118318","387103"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT E","SHARON D. WHITEHURST-PAYNE","","0","157002","12472","0","169474","387103"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT E","LAWANA RICHMOND","","0","118415","10581","0","128996","387103"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","JOSEPH LAI","","0","2445","241","0","2686","12042"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","LEEANNE M LEON","","0","1022","70","0","1092","12042"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","CARLOS ULLOA","","0","3261","133","0","3394","12042"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","JAY ROSS","","0","2446","146","0","2592","12042"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA B","SARAH AHMAD","","0","4746","185","0","4931","12491"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA B","BRIAN EPPERSON","","0","3611","446","0","4057","12491"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA B","PAMELA JEAN LINDAMOOD","","0","1920","95","0","2015","12491"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA D","VICTOR GRAHAM","","0","3173","493","0","3666","9466"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA D","JAIME KATHLEEN CHAMBERLIN","","0","4016","287","0","4303","9466"
"VALLEY CENTER-PAUMA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","MARY POLITO","","0","1112","110","0","1222","2645"
"VALLEY CENTER-PAUMA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","BART SCHWARZ","","0","764","82","0","846","2645"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 1","ROSEMARY SMITHFIELD","","0","5727","337","0","6064","11157"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 1","MATTHEW G. SIMPSON","","0","2789","461","0","3250","11157"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","WILLIAM HAROLD FAUST","","0","1470","304","0","1774","6586"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","CIPRIANO VARGAS","","0","3556","339","0","3895","6586"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","MADS NOESGAARD","","0","2304","239","0","2543","14821"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","JOHN MURPHY","","0","3253","667","0","3920","14821"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","JULIE KELLY","","0","5371","339","0","5710","14821"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","CAROLYN ALTO-AUDIBERT","","0","176","26","0","202","1013"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","MELODY SEES","","0","328","66","0","394","1013"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","GENE DOXEY","","0","247","46","0","293","1013"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","TERRY L. COX","","0","237","51","0","288","1013"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","BYRON ANTHONY KLEMASKE II","","0","172","28","0","200","1013"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","MELISSA KROGH","","0","435","76","0","511","1013"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","MICHELLE GOLDING","","0","3293","253","0","3546","11512"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","CHRISTI KNIGHT","","0","5179","632","0","5811","11512"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","OGECHI S. OKEREKE","","0","881","37","0","918","11538"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","DANE M. WHITE","","0","6285","558","0","6843","11538"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","ERIC RODARTE","","0","1546","145","0","1691","11538"
"GROSSMONT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","ELVA SALINAS","","0","17670","1123","0","18793","41380"
"GROSSMONT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","JIM STIERINGER","","0","4255","669","0","4924","41380"
"GROSSMONT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","JUSTIN SLAGLE","","0","9131","1387","0","10518","41380"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","LESLIE SCHNEIDER","","0","6359","1136","0","7495","20270"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","KATRINA YOUNG","","0","8932","649","0","9581","20270"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","MICHAEL ALLMAN","","0","5422","562","0","5984","18731"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","JANE LEA SMITH","","0","5921","283","0","6204","18731"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","AMY CATERINA","","0","2426","163","0","2589","18731"
"SWEETWATER UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","ADRIAN ARANCIBIA","","0","13399","865","0","14264","35492"
"SWEETWATER UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","CINDY LOPEZ","","0","9249","1015","0","10264","35492"
"SWEETWATER UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","SANDRA ""SANDI"" L. SMITH","","0","4592","656","0","5248","35492"
"ALPINE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","TRAVIS LYON","","0","4114","662","0","4776","8385"
"ALPINE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","JOSEPH PAUL PERRICONE","","0","2862","444","0","3306","8385"
"ALPINE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","JOHN PAUL SULLIVAN","","0","2173","357","0","2530","8385"
"CAJON VALLEY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","MONICA D. HINTON","","0","3558","304","0","3862","9871"
"CAJON VALLEY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","KAREN CLARK-MEJIA","","0","3864","361","0","4225","9871"
"CAJON VALLEY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","STACIE HOOVER","","0","3755","241","0","3996","14101"
"CAJON VALLEY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","JAMES P. MILLER JR","","0","6803","770","0","7573","14101"
"CARDIFF SCHOOL DISTRICT GOVERNING BOARD MEMBER","STEVEN G. GRIMALDI","","0","1488","218","0","1706","6502"
"CARDIFF SCHOOL DISTRICT GOVERNING BOARD MEMBER","NANCY ORR","","0","2523","283","0","2806","6502"
"CARDIFF SCHOOL DISTRICT GOVERNING BOARD MEMBER","RHEA STEWART","","0","2593","230","0","2823","6502"
"CARDIFF SCHOOL DISTRICT GOVERNING BOARD MEMBER","BILLY MITCHELL SWINNEA","","0","203","45","0","248","6502"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 2","ARMANDO FARIAS","","0","24442","1419","0","25861","102692"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 2","RICHARD ""RICK"" VALDEZ","","0","6402","631","0","7033","102692"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 2","LUCY UGARTE","","0","33960","1852","0","35812","102692"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 2","FAMELA RAMOS","","0","19443","2636","0","22079","102692"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 4","KATE BISHOP","","0","43511","2510","0","46021","102692"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 4","LAURIE HUMPHREY","","0","18490","1128","0","19618","102692"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 4","DOUG WOLF","","0","22076","2883","0","24959","102692"
"DEHESA SCHOOL DISTRICT GOVERNING BOARD MEMBER","MARIA M SANCHEZ","","0","246","15","0","261","985"
"DEHESA SCHOOL DISTRICT GOVERNING BOARD MEMBER","KAREN KIRKPATRICK","","0","265","12","0","277","985"
"DEHESA SCHOOL DISTRICT GOVERNING BOARD MEMBER","RICHARD A WHITE","","0","250","30","0","280","985"
"DEHESA SCHOOL DISTRICT GOVERNING BOARD MEMBER","DORIS RIVAS-BREKKE","","0","217","35","0","252","985"
"DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","MARIANNE GROSNER","","0","4194","543","0","4737","23539"
"DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","ERICA HALPERN","","0","11519","591","0","12110","23539"
"DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","GEE WAH MOK","","0","10443","465","0","10908","23539"
"DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","KYMBERLY VAN DER LINDEN","","0","3771","557","0","4328","23539"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","CHRISTIAN SEAN ADAMS","","0","7524","568","0","8092","40270"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","MARLON A. TAYLOR","","0","14679","821","0","15500","40270"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","ADINA SMARANDACHE","","0","4085","444","0","4529","40270"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","LEONARD DIMEDIO","","0","2050","308","0","2358","40270"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","MATTHEW EDWARD WHEELER","","0","8572","1610","0","10182","40270"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","JODIE MICHELE WILLIAMS","","0","12102","638","0","12740","40270"
"ESCONDIDO UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","MARK D. OLSON","","0","4363","597","0","4960","11782"
"ESCONDIDO UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","JOE MUGA","","0","4244","278","0","4522","11782"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","ABU-BAKR AL-JAFRI","","0","1075","67","0","1142","8887"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","EMMA TURNER","","0","2283","109","0","2392","8887"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","LYDIA MILICAN","","0","472","49","0","521","8887"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","SUZANNE R FAIRMAN","","0","587","67","0","654","8887"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","SARAH RHILEY","","0","2565","301","0","2866","8887"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","COLDON LEON OWENS SR","","0","1557","223","0","1780","7902"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","LORENA A SMITH","","0","1230","135","0","1365","7902"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","MINERVA MARTINEZ SCOTT","","0","2864","260","0","3124","7902"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","TYRA FLEMING","","0","452","40","0","492","7902"
"LAKESIDE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","GINNY WHITT BELL","","0","2784","295","0","3079","15081"
