Unofficial Election Night Final </br> (Outstanding Ballots to be Processed: 370,000)
Contest Name,Candidate Name,Party,Early Voting Votes,Mail Ballots Votes,Polls Ballots Votes,Provisional Votes,Total Votes,Ballots Cast
"MEMBER OF THE STATE ASSEMBLY 71ST DISTRICT (SAN DIEGO COUNTY PORTION ONLY)","LIZ ""ELIZABETH"" LAVERTU","DEM","0","60579","6425","0","67004","167606"
"MEMBER OF THE STATE ASSEMBLY 75TH DISTRICT (SAN DIEGO COUNTY PORTION ONLY)","KAREN ""KATE"" SCHWARTZ","DEM","0","58381","5767","0","64148","140050"
"MEMBER OF THE STATE ASSEMBLY 75TH DISTRICT (SAN DIEGO COUNTY PORTION ONLY)","MARIE WALDRON","REP","0","56704","12787","0","69491","140050"
"MEMBER OF THE STATE ASSEMBLY 76TH DISTRICT","TASHA BOERNER HORVATH","DEM","0","99867","8446","0","108313","196256"
"MEMBER OF THE STATE ASSEMBLY 76TH DISTRICT","MELANIE BURKHOLDER","REP","0","62768","17223","0","79991","196256"
"MEMBER OF THE STATE ASSEMBLY 77TH DISTRICT","BRIAN MAIENSCHEIN","DEM","0","117943","7068","0","125011","227126"
"MEMBER OF THE STATE ASSEMBLY 77TH DISTRICT","JUNE YANG CUTTER","REP","0","76504","14943","0","91447","227126"
"MEMBER OF THE STATE ASSEMBLY 78TH DISTRICT","SARAH DAVIS","DEM","0","65382","9130","0","74512","211223"
"MEMBER OF THE STATE ASSEMBLY 78TH DISTRICT","CHRIS WARD","DEM","0","93096","7688","0","100784","211223"
"MEMBER OF THE STATE ASSEMBLY 79TH DISTRICT","JOHN MOORE","REP","0","46128","11909","0","58037","182625"
"MEMBER OF THE STATE ASSEMBLY 79TH DISTRICT","SHIRLEY N. WEBER","DEM","0","104931","9753","0","114684","182625"
"MEMBER OF THE STATE ASSEMBLY 80TH DISTRICT","LORENA GONZALEZ","DEM","0","77374","11541","0","88915","129718"
"MEMBER OF THE STATE ASSEMBLY 80TH DISTRICT","JOHN J. VOGEL","REP","0","27581","7612","0","35193","129718"
"JUDGE OF THE SUPERIOR COURT OFFICE NO. 30","PAUL STARITA","","0","403497","79400","0","482897","1254604"
"JUDGE OF THE SUPERIOR COURT OFFICE NO. 30","TIM NADER","","0","515616","54327","0","569943","1254604"
"COUNTY BOARD OF EDUCATION 1ST DISTRICT","MARK POWELL","","0","77301","11084","0","88385","273232"
"COUNTY BOARD OF EDUCATION 1ST DISTRICT","GREGG ROBINSON","","0","120038","11752","0","131790","273232"
"COUNTY BOARD OF EDUCATION 2ND DISTRICT","GUADALUPE GONZALEZ","","0","104795","14932","0","119727","201314"
"COUNTY BOARD OF EDUCATION 2ND DISTRICT","TAMARA S. RODRIGUEZ","","0","45266","10558","0","55824","201314"
"COUNTY BOARD OF EDUCATION 4TH DISTRICT","PAULETTE DONNELLON","","0","143209","23288","0","166497","257576"
"GROSSMONT-CUYAMACA COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA 3","JULIE SCHORR","","0","15091","2133","0","17224","26633"
"GROSSMONT-CUYAMACA COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA 3","BARTOSZ ""BARTEK"" MURAWSKI","","0","4576","1177","0","5753","26633"
"GROSSMONT-CUYAMACA COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA 4","ELENA ADAMS","","0","17448","2767","0","20215","42575"
"GROSSMONT-CUYAMACA COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA 4","JORDAN GASCON","","0","11564","3429","0","14993","42575"
"MIRACOSTA COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","JACQUELINE SIMON","","0","15823","1314","0","17137","31297"
"MIRACOSTA COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","CHRIS CHEN","","0","5513","991","0","6504","31297"
"MIRACOSTA COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","GEORGE H. MCNEIL","","0","11994","1148","0","13142","25902"
"MIRACOSTA COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","ANDREW JAMES REINICKE","","0","5901","1812","0","7713","25902"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","CHRISTIAN GARCIA","","0","13986","3267","0","17253","39882"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","NINA DEERFIELD","","0","14408","2071","0","16479","39882"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","DAVID W. VINCENT","","0","23966","4374","0","28340","71451"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","ROBERTO RODRIGUEZ","","0","26472","3048","0","29520","71451"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","BRIAN E. OLSON","","0","17684","3172","0","20856","75160"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","JOHN SANTHOFF","","0","14640","2819","0","17459","75160"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","LEE DULGEROFF","","0","12958","996","0","13954","75160"
"PALOMAR COMMUNITY COLLEGE  GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","EVAN KRAUSZ","","0","2012","491","0","2503","75160"
"SAN DIEGO COMMUNITY COLLEGE DISTRICT MEMBER, BOARD OF TRUSTEES  DISTRICT B","DANIEL PIEDRA","","0","86514","17729","0","104243","400337"
"SAN DIEGO COMMUNITY COLLEGE DISTRICT MEMBER, BOARD OF TRUSTEES  DISTRICT B","BERNIE RHINERSON","","0","194098","16384","0","210482","400337"
"SAN DIEGO COMMUNITY COLLEGE DISTRICT MEMBER, BOARD OF TRUSTEES  DISTRICT D","MARY GRAHAM","","0","211724","18519","0","230243","400337"
"SAN DIEGO COMMUNITY COLLEGE DISTRICT MEMBER, BOARD OF TRUSTEES  DISTRICT D","MIKE PALOMBA","","0","70503","15921","0","86424","400337"
"SOUTHWESTERN COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER SEAT NO. 3","ROBERTO C. ALCANTAR","","0","79650","10449","0","90099","166815"
"SOUTHWESTERN COMMUNITY COLLEGE DISTRICT GOVERNING BOARD MEMBER SEAT NO. 3","WILLIAM ""BUD"" MCLEROY","","0","45426","10802","0","56228","166815"
"CARLSBAD UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","FRANK W. DEMING","","0","2710","382","0","3092","9259"
"CARLSBAD UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","ELISA WILLIAMSON","","0","4111","577","0","4688","9259"
"CARLSBAD UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","RHONDA GUADERRAMA","","0","2922","298","0","3220","8456"
"CARLSBAD UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","RAY PEARSON","","0","3345","510","0","3855","8456"
"CORONADO UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","WHITNEY NASTASIA ANTRIM","","0","2723","230","0","2953","8476"
"CORONADO UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","ALEXIA PALACIOS-PETERS","","0","2358","235","0","2593","8476"
"CORONADO UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","KENNETH MICHAEL CANADA","","0","2085","407","0","2492","8476"
"CORONADO UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","NICK KATO","","0","1766","280","0","2046","8476"
"CORONADO UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","STACY KESZEI","","0","2283","511","0","2794","8476"
"MOUNTAIN EMPIRE UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 6","TINA HEIMERDINGER","","0","1759","416","0","2175","4708"
"MOUNTAIN EMPIRE UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 6","STORY R. VOGEL","","0","1453","468","0","1921","4708"
"OCEANSIDE UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","MIKE BLESSING","","0","4996","784","0","5780","12006"
"OCEANSIDE UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","SUSANA ARVIZU","","0","1566","171","0","1737","12006"
"OCEANSIDE UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","TODD MADDISON","","0","2431","596","0","3027","12006"
"POWAY UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","DARSHANA PATEL","","0","10786","743","0","11529","20980"
"POWAY UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","TIM DOUGHERTY","","0","5902","1027","0","6929","20980"
"POWAY UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA E","CINDY E. SYTSMA","","0","7191","1039","0","8230","16561"
"POWAY UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA E","JIMMY KARAM","","0","5199","789","0","5988","16561"
"RAMONA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","DAWN PERFECT","","0","6796","1883","0","8679","15584"
"RAMONA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","JOE ALLAN STUPAR","","0","1755","411","0","2166","15584"
"RAMONA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","DARYN DRUM","","0","4304","1069","0","5373","15584"
"RAMONA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","JOHN RAJCIC","","0","4405","1048","0","5453","15584"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT A","SABRINA BAZZO","","0","181785","18367","0","200152","400033"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT A","CRYSTAL TRULL","","0","103488","16402","0","119890","400033"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT D","RICHARD BARRERA","","0","180606","17617","0","198223","400033"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT D","CAMILLE HARRIS","","0","105617","17239","0","122856","400033"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT E","SHARON D. WHITEHURST-PAYNE","","0","157002","17575","0","174577","400033"
"SAN DIEGO UNIFIED SCHOOL DISTRICT MEMBER, BOARD OF EDUCATION DISTRICT E","LAWANA RICHMOND","","0","118415","14849","0","133264","400033"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","JOSEPH LAI","","0","2445","404","0","2849","12694"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","LEEANNE M LEON","","0","1022","122","0","1144","12694"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","CARLOS ULLOA","","0","3261","277","0","3538","12694"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA A","JAY ROSS","","0","2446","295","0","2741","12694"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA B","SARAH AHMAD","","0","4746","403","0","5149","13235"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA B","BRIAN EPPERSON","","0","3611","781","0","4392","13235"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA B","PAMELA JEAN LINDAMOOD","","0","1920","185","0","2105","13235"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA D","VICTOR GRAHAM","","0","3173","688","0","3861","9874"
"SAN MARCOS UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA D","JAIME KATHLEEN CHAMBERLIN","","0","4016","411","0","4427","9874"
"VALLEY CENTER-PAUMA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","MARY POLITO","","0","1112","154","0","1266","2736"
"VALLEY CENTER-PAUMA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","BART SCHWARZ","","0","764","110","0","874","2736"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 1","ROSEMARY SMITHFIELD","","0","5727","716","0","6443","12155"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 1","MATTHEW G. SIMPSON","","0","2789","888","0","3677","12155"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","WILLIAM HAROLD FAUST","","0","1470","470","0","1940","7266"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","CIPRIANO VARGAS","","0","3556","752","0","4308","7266"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","MADS NOESGAARD","","0","2304","289","0","2593","15141"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","JOHN MURPHY","","0","3253","786","0","4039","15141"
"VISTA UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","JULIE KELLY","","0","5371","428","0","5799","15141"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","CAROLYN ALTO-AUDIBERT","","0","176","26","0","202","1016"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","MELODY SEES","","0","328","68","0","396","1016"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","GENE DOXEY","","0","247","46","0","293","1016"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","TERRY L. COX","","0","237","51","0","288","1016"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","BYRON ANTHONY KLEMASKE II","","0","172","28","0","200","1016"
"WARNER UNIFIED SCHOOL DISTRICT GOVERNING BOARD MEMBER","MELISSA KROGH","","0","435","77","0","512","1016"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","MICHELLE GOLDING","","0","3293","404","0","3697","12181"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","CHRISTI KNIGHT","","0","5179","1016","0","6195","12181"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","OGECHI S. OKEREKE","","0","881","91","0","972","12537"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","DANE M. WHITE","","0","6285","1087","0","7372","12537"
"ESCONDIDO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","ERIC RODARTE","","0","1546","370","0","1916","12537"
"GROSSMONT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","ELVA SALINAS","","0","17670","1589","0","19259","42890"
"GROSSMONT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","JIM STIERINGER","","0","4255","885","0","5140","42890"
"GROSSMONT UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","JUSTIN SLAGLE","","0","9131","1864","0","10995","42890"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","LESLIE SCHNEIDER","","0","6359","1147","0","7506","20305"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","KATRINA YOUNG","","0","8932","659","0","9591","20305"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","MICHAEL ALLMAN","","0","5422","743","0","6165","19159"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","JANE LEA SMITH","","0","5921","381","0","6302","19159"
"SAN DIEGUITO UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","AMY CATERINA","","0","2426","211","0","2637","19159"
"SWEETWATER UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","ADRIAN ARANCIBIA","","0","13399","1547","0","14946","37749"
"SWEETWATER UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","CINDY LOPEZ","","0","9249","1859","0","11108","37749"
"SWEETWATER UNION HIGH SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 2","SANDRA ""SANDI"" L. SMITH","","0","4592","988","0","5580","37749"
"ALPINE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","TRAVIS LYON","","0","4114","822","0","4936","8732"
"ALPINE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","JOSEPH PAUL PERRICONE","","0","2862","559","0","3421","8732"
"ALPINE UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","JOHN PAUL SULLIVAN","","0","2173","456","0","2629","8732"
"CAJON VALLEY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","MONICA D. HINTON","","0","3558","575","0","4133","10581"
"CAJON VALLEY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","KAREN CLARK-MEJIA","","0","3864","622","0","4486","10581"
"CAJON VALLEY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","STACIE HOOVER","","0","3755","399","0","4154","14800"
"CAJON VALLEY UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","JAMES P. MILLER JR","","0","6803","1136","0","7939","14800"
"CARDIFF SCHOOL DISTRICT GOVERNING BOARD MEMBER","STEVEN G. GRIMALDI","","0","1488","224","0","1712","6516"
"CARDIFF SCHOOL DISTRICT GOVERNING BOARD MEMBER","NANCY ORR","","0","2523","289","0","2812","6516"
"CARDIFF SCHOOL DISTRICT GOVERNING BOARD MEMBER","RHEA STEWART","","0","2593","235","0","2828","6516"
"CARDIFF SCHOOL DISTRICT GOVERNING BOARD MEMBER","BILLY MITCHELL SWINNEA","","0","203","47","0","250","6516"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 2","ARMANDO FARIAS","","0","24442","3133","0","27575","111036"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 2","RICHARD ""RICK"" VALDEZ","","0","6402","1494","0","7896","111036"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 2","LUCY UGARTE","","0","33960","4143","0","38103","111036"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 2","FAMELA RAMOS","","0","19443","4985","0","24428","111036"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 4","KATE BISHOP","","0","43511","5890","0","49401","111036"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 4","LAURIE HUMPHREY","","0","18490","2261","0","20751","111036"
"CHULA VISTA ELEMENTARY SCHOOL DISTRICT GOVERNING BOARD MEMBER SEAT NO. 4","DOUG WOLF","","0","22076","5476","0","27552","111036"
"DEHESA SCHOOL DISTRICT GOVERNING BOARD MEMBER","MARIA M SANCHEZ","","0","246","51","0","297","1099"
"DEHESA SCHOOL DISTRICT GOVERNING BOARD MEMBER","KAREN KIRKPATRICK","","0","265","32","0","297","1099"
"DEHESA SCHOOL DISTRICT GOVERNING BOARD MEMBER","RICHARD A WHITE","","0","250","65","0","315","1099"
"DEHESA SCHOOL DISTRICT GOVERNING BOARD MEMBER","DORIS RIVAS-BREKKE","","0","217","63","0","280","1099"
"DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","MARIANNE GROSNER","","0","4194","616","0","4810","23796"
"DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","ERICA HALPERN","","0","11519","670","0","12189","23796"
"DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","GEE WAH MOK","","0","10443","518","0","10961","23796"
"DEL MAR UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","KYMBERLY VAN DER LINDEN","","0","3771","639","0","4410","23796"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","CHRISTIAN SEAN ADAMS","","0","7524","634","0","8158","40703"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","MARLON A. TAYLOR","","0","14679","899","0","15578","40703"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","ADINA SMARANDACHE","","0","4085","506","0","4591","40703"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","LEONARD DIMEDIO","","0","2050","344","0","2394","40703"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","MATTHEW EDWARD WHEELER","","0","8572","1737","0","10309","40703"
"ENCINITAS UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER","JODIE MICHELE WILLIAMS","","0","12102","716","0","12818","40703"
"ESCONDIDO UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","MARK D. OLSON","","0","4363","985","0","5348","12550"
"ESCONDIDO UNION SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 3","JOE MUGA","","0","4244","494","0","4738","12550"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","ABU-BAKR AL-JAFRI","","0","1075","175","0","1250","9568"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","EMMA TURNER","","0","2283","213","0","2496","9568"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","LYDIA MILICAN","","0","472","120","0","592","9568"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","SUZANNE R FAIRMAN","","0","587","135","0","722","9568"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 4","SARAH RHILEY","","0","2565","522","0","3087","9568"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","COLDON LEON OWENS SR","","0","1557","322","0","1879","8336"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","LORENA A SMITH","","0","1230","203","0","1433","8336"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","MINERVA MARTINEZ SCOTT","","0","2864","431","0","3295","8336"
"LA MESA-SPRING VALLEY SCHOOL DISTRICT GOVERNING BOARD MEMBER TRUSTEE AREA NO. 5","TYRA FLEMING","","0","452","53","0","505","8336"
